,data_version,target,date,location,type,quantile,value
0,2021-03-03,4 day R,06.03.2020,DE,point,,"2,25"
1,2021-03-03,4 day R,07.03.2020,DE,point,,"2,58"
2,2021-03-03,4 day R,08.03.2020,DE,point,,"2,75"
3,2021-03-03,4 day R,09.03.2020,DE,point,,"3,23"
4,2021-03-03,4 day R,10.03.2020,DE,point,,"3,41"
5,2021-03-03,4 day R,11.03.2020,DE,point,,"3,41"
6,2021-03-03,4 day R,12.03.2020,DE,point,,"3,19"
7,2021-03-03,4 day R,13.03.2020,DE,point,,"2,70"
8,2021-03-03,4 day R,14.03.2020,DE,point,,"2,26"
9,2021-03-03,4 day R,15.03.2020,DE,point,,"1,86"
10,2021-03-03,4 day R,16.03.2020,DE,point,,"1,70"
11,2021-03-03,4 day R,17.03.2020,DE,point,,"1,48"
12,2021-03-03,4 day R,18.03.2020,DE,point,,"1,36"
13,2021-03-03,4 day R,19.03.2020,DE,point,,"1,25"
14,2021-03-03,4 day R,20.03.2020,DE,point,,"1,06"
15,2021-03-03,4 day R,21.03.2020,DE,point,,"0,97"
16,2021-03-03,4 day R,22.03.2020,DE,point,,"0,86"
17,2021-03-03,4 day R,23.03.2020,DE,point,,"0,88"
18,2021-03-03,4 day R,24.03.2020,DE,point,,"0,85"
19,2021-03-03,4 day R,25.03.2020,DE,point,,"0,88"
20,2021-03-03,4 day R,26.03.2020,DE,point,,"0,96"
21,2021-03-03,4 day R,27.03.2020,DE,point,,"0,89"
22,2021-03-03,4 day R,28.03.2020,DE,point,,"0,94"
23,2021-03-03,4 day R,29.03.2020,DE,point,,"0,87"
24,2021-03-03,4 day R,30.03.2020,DE,point,,"0,89"
25,2021-03-03,4 day R,31.03.2020,DE,point,,"0,91"
26,2021-03-03,4 day R,01.04.2020,DE,point,,"0,93"
27,2021-03-03,4 day R,02.04.2020,DE,point,,"1,03"
28,2021-03-03,4 day R,03.04.2020,DE,point,,"0,96"
29,2021-03-03,4 day R,04.04.2020,DE,point,,"0,96"
30,2021-03-03,4 day R,05.04.2020,DE,point,,"0,86"
31,2021-03-03,4 day R,06.04.2020,DE,point,,"0,81"
32,2021-03-03,4 day R,07.04.2020,DE,point,,"0,80"
33,2021-03-03,4 day R,08.04.2020,DE,point,,"0,83"
34,2021-03-03,4 day R,09.04.2020,DE,point,,"0,91"
35,2021-03-03,4 day R,10.04.2020,DE,point,,"0,86"
36,2021-03-03,4 day R,11.04.2020,DE,point,,"0,82"
37,2021-03-03,4 day R,12.04.2020,DE,point,,"0,75"
38,2021-03-03,4 day R,13.04.2020,DE,point,,"0,68"
39,2021-03-03,4 day R,14.04.2020,DE,point,,"0,71"
40,2021-03-03,4 day R,15.04.2020,DE,point,,"0,78"
41,2021-03-03,4 day R,16.04.2020,DE,point,,"0,84"
42,2021-03-03,4 day R,17.04.2020,DE,point,,"0,89"
43,2021-03-03,4 day R,18.04.2020,DE,point,,"0,87"
44,2021-03-03,4 day R,19.04.2020,DE,point,,"0,79"
45,2021-03-03,4 day R,20.04.2020,DE,point,,"0,79"
46,2021-03-03,4 day R,21.04.2020,DE,point,,"0,78"
47,2021-03-03,4 day R,22.04.2020,DE,point,,"0,82"
48,2021-03-03,4 day R,23.04.2020,DE,point,,"0,89"
49,2021-03-03,4 day R,24.04.2020,DE,point,,"0,85"
