"data_version","target","location","date","type","quantile","value"
2021-03-05,"R_t","AT",2020-03-10,"point",NA,2.72457095018836
2021-03-05,"R_t","AT",2020-03-10,"quantile",0.025,2.36375052323148
2021-03-05,"R_t","AT",2020-03-10,"quantile",0.975,3.10966931770615
2021-03-05,"R_t","AT",2020-03-11,"point",NA,3.15864378401005
2021-03-05,"R_t","AT",2020-03-11,"quantile",0.025,2.81707827542905
2021-03-05,"R_t","AT",2020-03-11,"quantile",0.975,3.51904562578485
2021-03-05,"R_t","AT",2020-03-12,"point",NA,3.0732524068648
2021-03-05,"R_t","AT",2020-03-12,"quantile",0.025,2.78107994976978
2021-03-05,"R_t","AT",2020-03-12,"quantile",0.975,3.37923817496861
2021-03-05,"R_t","AT",2020-03-13,"point",NA,3.26663876098786
2021-03-05,"R_t","AT",2020-03-13,"quantile",0.025,3.00711594809544
2021-03-05,"R_t","AT",2020-03-13,"quantile",0.975,3.53620761825031
2021-03-05,"R_t","AT",2020-03-14,"point",NA,3.21431561322729
2021-03-05,"R_t","AT",2020-03-14,"quantile",0.025,2.99413980745082
2021-03-05,"R_t","AT",2020-03-14,"quantile",0.975,3.44202595228129
2021-03-05,"R_t","AT",2020-03-15,"point",NA,2.89577228966095
2021-03-05,"R_t","AT",2020-03-15,"quantile",0.025,2.71745500209293
2021-03-05,"R_t","AT",2020-03-15,"quantile",0.975,3.0786940142319
2021-03-05,"R_t","AT",2020-03-16,"point",NA,2.61322729175387
2021-03-05,"R_t","AT",2020-03-16,"quantile",0.025,2.46714106320636
2021-03-05,"R_t","AT",2020-03-16,"quantile",0.975,2.76224361657597
2021-03-05,"R_t","AT",2020-03-17,"point",NA,2.53369610715781
2021-03-05,"R_t","AT",2020-03-17,"quantile",0.025,2.40770196735036
2021-03-05,"R_t","AT",2020-03-17,"quantile",0.975,2.66178317287568
2021-03-05,"R_t","AT",2020-03-18,"point",NA,2.44202595228129
2021-03-05,"R_t","AT",2020-03-18,"quantile",0.025,2.33319380493931
2021-03-05,"R_t","AT",2020-03-18,"quantile",0.975,2.55211385516953
2021-03-05,"R_t","AT",2020-03-19,"point",NA,2.35077438258686
2021-03-05,"R_t","AT",2020-03-19,"quantile",0.025,2.25575554625366
2021-03-05,"R_t","AT",2020-03-19,"quantile",0.975,2.4470489744663
2021-03-05,"R_t","AT",2020-03-20,"point",NA,2.26077856843868
2021-03-05,"R_t","AT",2020-03-20,"quantile",0.025,2.17789870238594
2021-03-05,"R_t","AT",2020-03-20,"quantile",0.975,2.34491419003767
2021-03-05,"R_t","AT",2020-03-21,"point",NA,2.15152783591461
2021-03-05,"R_t","AT",2020-03-21,"quantile",0.025,2.0786940142319
2021-03-05,"R_t","AT",2020-03-21,"quantile",0.975,2.22478024277941
2021-03-05,"R_t","AT",2020-03-22,"point",NA,2.06488070322311
2021-03-05,"R_t","AT",2020-03-22,"quantile",0.025,2.00041858518208
2021-03-05,"R_t","AT",2020-03-22,"quantile",0.975,2.12976140644621
2021-03-05,"R_t","AT",2020-03-23,"point",NA,1.97865215571369
2021-03-05,"R_t","AT",2020-03-23,"quantile",0.025,1.9213059857681
2021-03-05,"R_t","AT",2020-03-23,"quantile",0.975,2.03599832565927
2021-03-05,"R_t","AT",2020-03-24,"point",NA,1.87651737128506
2021-03-05,"R_t","AT",2020-03-24,"quantile",0.025,1.82544997907074
2021-03-05,"R_t","AT",2020-03-24,"quantile",0.975,1.92758476349937
2021-03-05,"R_t","AT",2020-03-25,"point",NA,1.78903306822938
2021-03-05,"R_t","AT",2020-03-25,"quantile",0.025,1.74298869820008
2021-03-05,"R_t","AT",2020-03-25,"quantile",0.975,1.8346588530766
2021-03-05,"R_t","AT",2020-03-26,"point",NA,1.76266220175806
2021-03-05,"R_t","AT",2020-03-26,"quantile",0.025,1.72038509836752
2021-03-05,"R_t","AT",2020-03-26,"quantile",0.975,1.8049393051486
2021-03-05,"R_t","AT",2020-03-27,"point",NA,1.65466722478024
2021-03-05,"R_t","AT",2020-03-27,"quantile",0.025,1.61657597321055
2021-03-05,"R_t","AT",2020-03-27,"quantile",0.975,1.69275847634994
2021-03-05,"R_t","AT",2020-03-28,"point",NA,1.52699874424445
2021-03-05,"R_t","AT",2020-03-28,"quantile",0.025,1.49267475931352
2021-03-05,"R_t","AT",2020-03-28,"quantile",0.975,1.56132272917539
2021-03-05,"R_t","AT",2020-03-29,"point",NA,1.41439933026371
2021-03-05,"R_t","AT",2020-03-29,"quantile",0.025,1.38300544160737
2021-03-05,"R_t","AT",2020-03-29,"quantile",0.975,1.44537463373797
2021-03-05,"R_t","AT",2020-03-30,"point",NA,1.34240267894517
2021-03-05,"R_t","AT",2020-03-30,"quantile",0.025,1.31310171619925
2021-03-05,"R_t","AT",2020-03-30,"quantile",0.975,1.37086647132691
2021-03-05,"R_t","AT",2020-03-31,"point",NA,1.26496442025952
2021-03-05,"R_t","AT",2020-03-31,"quantile",0.025,1.23775638342403
2021-03-05,"R_t","AT",2020-03-31,"quantile",0.975,1.29133528673085
2021-03-05,"R_t","AT",2020-04-01,"point",NA,1.19547928003349
2021-03-05,"R_t","AT",2020-04-01,"quantile",0.025,1.16994558392633
2021-03-05,"R_t","AT",2020-04-01,"quantile",0.975,1.22059439095856
2021-03-05,"R_t","AT",2020-04-02,"point",NA,1.12431979907911
2021-03-05,"R_t","AT",2020-04-02,"quantile",0.025,1.10004185851821
2021-03-05,"R_t","AT",2020-04-02,"quantile",0.975,1.14776056927585
2021-03-05,"R_t","AT",2020-04-03,"point",NA,1.0623691921306
2021-03-05,"R_t","AT",2020-04-03,"quantile",0.025,1.03934700711595
2021-03-05,"R_t","AT",2020-04-03,"quantile",0.975,1.08497279196316
