country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-06-20,estimate,0.92,0.83,1.02,0.88,0.96
Germany,2020-06-21,estimate,0.89,0.79,0.98,0.85,0.92
Germany,2020-06-22,estimate,0.86,0.78,0.96,0.83,0.9
Germany,2020-06-23,estimate,0.84,0.75,0.93,0.8,0.87
Germany,2020-06-24,estimate,0.82,0.74,0.91,0.79,0.85
Germany,2020-06-25,estimate,0.81,0.73,0.9,0.77,0.84
Germany,2020-06-26,estimate,0.81,0.72,0.89,0.76,0.83
Germany,2020-06-27,estimate,0.81,0.72,0.89,0.77,0.84
Germany,2020-06-28,estimate,0.81,0.73,0.89,0.78,0.84
Germany,2020-06-29,estimate,0.82,0.74,0.9,0.79,0.85
Germany,2020-06-30,estimate,0.83,0.75,0.92,0.8,0.86
Germany,2020-07-01,estimate,0.85,0.76,0.93,0.82,0.88
Germany,2020-07-02,estimate,0.86,0.78,0.95,0.83,0.9
Germany,2020-07-03,estimate,0.89,0.8,0.97,0.85,0.92
Germany,2020-07-04,estimate,0.92,0.83,1.0,0.88,0.95
Germany,2020-07-05,estimate,0.94,0.86,1.03,0.91,0.98
Germany,2020-07-06,estimate,0.97,0.89,1.07,0.93,1.0
Germany,2020-07-07,estimate,1.01,0.91,1.1,0.98,1.05
Germany,2020-07-08,estimate,1.04,0.95,1.14,1.01,1.08
Germany,2020-07-09,estimate,1.07,0.98,1.18,1.02,1.1
Germany,2020-07-10,estimate,1.1,1.0,1.2,1.05,1.14
Germany,2020-07-11,estimate,1.12,1.02,1.23,1.07,1.15
Germany,2020-07-12,estimate,1.15,1.05,1.26,1.1,1.19
Germany,2020-07-13,estimate,1.17,1.06,1.28,1.11,1.2
Germany,2020-07-14,estimate,1.19,1.07,1.29,1.14,1.23
Germany,2020-07-15,estimate,1.2,1.09,1.31,1.15,1.24
Germany,2020-07-16,estimate,1.21,1.1,1.32,1.15,1.24
Germany,2020-07-17,estimate,1.21,1.1,1.32,1.16,1.25
Germany,2020-07-18,estimate,1.21,1.12,1.33,1.17,1.25
Germany,2020-07-19,estimate,1.21,1.12,1.32,1.16,1.25
Germany,2020-07-20,estimate,1.21,1.1,1.31,1.16,1.24
Germany,2020-07-21,estimate,1.2,1.1,1.3,1.16,1.24
Germany,2020-07-22,estimate,1.2,1.1,1.3,1.16,1.24
Germany,2020-07-23,estimate,1.19,1.1,1.3,1.15,1.22
Germany,2020-07-24,estimate,1.18,1.09,1.29,1.14,1.22
Germany,2020-07-25,estimate,1.17,1.08,1.28,1.13,1.21
Germany,2020-07-26,estimate,1.16,1.07,1.27,1.12,1.2
Germany,2020-07-27,estimate,1.15,1.05,1.26,1.11,1.19
Germany,2020-07-28,estimate,1.15,1.04,1.25,1.11,1.19
Germany,2020-07-29,estimate,1.14,1.04,1.24,1.1,1.18
Germany,2020-07-30,estimate,1.13,1.03,1.23,1.09,1.18
Germany,2020-07-31,estimate,1.13,1.03,1.22,1.09,1.17
Germany,2020-08-01,estimate,1.12,1.03,1.22,1.08,1.16
Germany,2020-08-02,estimate,1.12,1.02,1.21,1.08,1.16
Germany,2020-08-03,estimate,1.11,1.01,1.2,1.08,1.15
Germany,2020-08-04,estimate,1.11,1.02,1.21,1.06,1.14
Germany,2020-08-05,estimate,1.11,1.01,1.2,1.06,1.14
Germany,2020-08-06,estimate,1.1,1.01,1.2,1.06,1.14
Germany,2020-08-07,estimate,1.1,1.0,1.19,1.05,1.13
Germany,2020-08-08,estimate,1.1,1.0,1.2,1.06,1.14
Germany,2020-08-09,estimate,1.09,0.99,1.19,1.05,1.13
Germany,2020-08-10,estimate,1.09,0.99,1.18,1.05,1.12
Germany,2020-08-11,estimate,1.08,0.98,1.18,1.03,1.11
Germany,2020-08-12,estimate,1.07,0.99,1.18,1.03,1.11
Germany,2020-08-13,estimate,1.07,0.97,1.16,1.03,1.11
Germany,2020-08-14,estimate,1.06,0.96,1.16,1.01,1.09
Germany,2020-08-15,estimate,1.05,0.95,1.15,1.01,1.09
Germany,2020-08-16,estimate,1.05,0.93,1.14,1.01,1.09
Germany,2020-08-17,estimate based on partial data,1.04,0.92,1.15,1.0,1.09
Germany,2020-08-18,estimate based on partial data,1.03,0.91,1.15,0.99,1.08
Germany,2020-08-19,estimate based on partial data,1.03,0.9,1.16,0.98,1.08
Germany,2020-08-20,estimate based on partial data,1.02,0.87,1.16,0.95,1.07
Germany,2020-08-21,estimate based on partial data,1.02,0.86,1.19,0.95,1.08
Germany,2020-08-22,estimate based on partial data,1.01,0.84,1.21,0.91,1.06
Germany,2020-08-23,estimate based on partial data,1.01,0.82,1.24,0.92,1.1
Germany,2020-08-24,estimate based on partial data,1.01,0.79,1.26,0.89,1.09
Germany,2020-08-25,estimate based on partial data,1.0,0.74,1.27,0.87,1.09
Germany,2020-08-26,estimate based on partial data,1.0,0.71,1.31,0.86,1.1
Germany,2020-08-27,estimate based on partial data,1.01,0.67,1.34,0.87,1.14
Germany,2020-08-28,estimate based on partial data,1.01,0.64,1.38,0.85,1.14
Germany,2020-08-29,estimate based on partial data,1.01,0.6,1.42,0.83,1.14
Germany,2020-08-30,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-08-31,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-01,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-02,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-03,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-04,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-05,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-06,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-07,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-08,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-09,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-10,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-11,forecast,1.01,0.6,1.42,0.83,1.14
Germany,2020-09-12,forecast,1.01,0.6,1.42,0.83,1.14
